Dim1,Dim2,tumor_class
3.4248421,-7.2892313,COAD
7.01522,3.2781644,BRCA
18.849062,17.071934,KIRC
8.140505,-3.6837342,LUAD
-1.7090317,11.864214,PRAD
7.1766186,3.7351432,BRCA
-0.8685954,12.798287,PRAD
5.325532,3.694356,BRCA
5.2014465,3.476267,BRCA
10.375042,4.2348614,BRCA
5.0532365,4.1875696,BRCA
18.4388,17.57313,KIRC
8.923686,-3.8777447,LUAD
7.0759315,2.457904,BRCA
19.666283,18.737541,KIRC
5.6862664,3.1730852,BRCA
5.1560707,4.568982,BRCA
8.360727,-4.907544,LUAD
7.992016,-3.7876828,LUAD
18.350344,18.03583,KIRC
3.831529,-7.7635026,COAD
-1.3628136,13.6468725,PRAD
4.0682774,-7.6003795,COAD
7.315425,2.9079745,BRCA
19.736303,18.680609,KIRC
19.904446,17.633404,KIRC
7.386188,2.790558,BRCA
-1.7387056,12.830232,PRAD
19.916622,18.016003,KIRC
4.284579,-6.930535,COAD
9.177009,-4.351451,LUAD
9.874238,-4.3659005,LUAD
6.0208516,4.2991185,BRCA
-1.3666625,13.255577,PRAD
-1.2427683,13.721254,PRAD
10.034317,3.7438917,BRCA
-0.94415826,14.013381,PRAD
9.2894535,-4.5037794,LUAD
18.730442,18.42076,KIRC
-1.0952971,13.600176,PRAD
5.256735,4.807151,BRCA
9.491528,-4.7406354,LUAD
-0.9570241,13.927465,PRAD
8.590694,-3.3360384,LUAD
6.0815563,3.476592,BRCA
6.7583413,4.029832,BRCA
3.8178322,-6.8980246,COAD
8.569834,-3.8949668,LUAD
19.678112,17.45403,KIRC
3.963066,-7.660007,COAD
8.529742,-3.4760883,LUAD
7.222547,2.6754947,BRCA
-1.0193272,12.6056385,PRAD
7.797355,2.661015,BRCA
6.4809494,2.470305,BRCA
-1.618299,13.880393,PRAD
5.534537,3.593615,BRCA
3.5258598,-7.934301,COAD
6.167341,3.294997,BRCA
3.5352585,-6.951428,COAD
19.029394,18.101805,KIRC
4.9505277,4.3156257,BRCA
4.872197,4.1009884,BRCA
8.270654,-4.9287844,LUAD
9.428005,-4.6834126,LUAD
8.299765,-4.319705,LUAD
4.027616,-6.549193,COAD
19.654623,17.739065,KIRC
8.256538,-4.103849,LUAD
8.637569,-3.4194794,LUAD
5.225019,3.8191626,BRCA
5.7104115,3.522163,BRCA
18.680847,18.981209,KIRC
-1.5930289,14.067674,PRAD
8.95765,-4.557285,LUAD
-1.5695195,13.966341,PRAD
6.2122645,4.791556,BRCA
20.379082,18.20807,KIRC
5.8086257,5.0862966,BRCA
18.717825,17.4851,KIRC
18.793905,17.156199,KIRC
-1.6878879,12.178496,PRAD
-1.6345128,13.530621,PRAD
9.085445,-4.212187,LUAD
7.397661,2.967372,BRCA
18.921244,18.832523,KIRC
3.5289772,-7.159369,COAD
3.940783,-7.8718834,COAD
6.460099,4.4624767,BRCA
20.123163,18.57203,KIRC
20.062681,17.80214,KIRC
5.282304,3.2079647,BRCA
7.028076,3.6483161,BRCA
-1.3037198,13.620975,PRAD
18.390638,18.197266,KIRC
4.1064296,-7.552251,COAD
6.805158,2.4881153,BRCA
10.16755,3.817503,BRCA
3.9110007,-6.6198745,COAD
9.028934,-4.5180917,LUAD
5.5435576,2.997491,BRCA
6.421481,2.4506307,BRCA
5.2046638,4.5912604,BRCA
19.716602,18.630783,KIRC
-0.8557195,14.000799,PRAD
8.804461,-3.8738854,LUAD
8.955784,-3.8723238,LUAD
6.091583,5.031303,BRCA
19.350628,18.327215,KIRC
3.7021816,-7.898855,COAD
18.695967,18.083794,KIRC
19.991531,18.51083,KIRC
7.0780845,3.15964,BRCA
-1.8548833,12.77423,PRAD
7.452926,-4.557516,LUAD
19.491955,17.31388,KIRC
6.4089007,4.446555,BRCA
3.5941987,-7.8973536,COAD
7.5574584,-4.367224,LUAD
9.102736,-3.7059956,LUAD
8.110336,-3.7087688,LUAD
-1.6993128,13.63489,PRAD
7.3130574,-4.5124755,LUAD
19.441229,18.473555,KIRC
5.0168567,4.4789596,BRCA
6.1085553,2.5263822,BRCA
3.691046,-7.8358874,COAD
-1.5476751,12.567747,PRAD
10.287035,4.0539,BRCA
5.920922,2.7646952,BRCA
10.377624,3.7071707,BRCA
19.861073,18.066843,KIRC
8.532656,-3.5030956,LUAD
7.38248,-4.5165615,LUAD
7.259701,3.6793413,BRCA
-1.231655,13.391875,PRAD
8.481155,-3.4262056,LUAD
8.758941,-4.7876115,LUAD
5.0998926,4.586801,BRCA
19.763004,18.587889,KIRC
-0.6774134,13.603714,PRAD
3.3131878,-7.5725884,COAD
7.3475614,-4.574811,LUAD
-1.6272833,13.823906,PRAD
3.7952483,-6.692674,COAD
9.183404,-3.5855584,LUAD
3.2844253,-7.7998877,COAD
18.60898,18.28098,KIRC
18.529041,17.385347,KIRC
10.413519,4.0381675,BRCA
5.153538,4.0335045,BRCA
19.637125,18.634607,KIRC
18.390923,17.346357,KIRC
4.2261224,-7.4072514,COAD
6.622289,3.6475008,BRCA
7.899017,-4.401666,LUAD
-0.70539933,13.477881,PRAD
-1.0249746,12.47442,PRAD
19.89172,17.96654,KIRC
4.9798713,4.4111214,BRCA
9.56985,-4.784814,LUAD
10.010039,4.2997603,BRCA
6.4696784,2.4589283,BRCA
4.0753584,-7.116927,COAD
7.1184053,2.615084,BRCA
-1.47732,12.075898,PRAD
-1.4687377,12.875678,PRAD
10.035165,4.129374,BRCA
5.0818415,3.2507536,BRCA
3.3630588,-7.4037976,COAD
5.2960734,4.7456512,BRCA
18.324028,17.848825,KIRC
10.448237,3.9301298,BRCA
6.997951,2.3630524,BRCA
4.2019463,-6.828433,COAD
5.068614,4.5350227,BRCA
-1.9804465,13.092327,PRAD
7.526067,2.957959,BRCA
10.292191,4.114841,BRCA
18.527266,17.305166,KIRC
-1.1440336,12.466101,PRAD
8.158317,-4.737413,LUAD
5.8101006,2.891671,BRCA
5.724881,4.3156824,BRCA
18.921078,18.866026,KIRC
10.157826,4.07347,BRCA
5.0362186,4.0057282,BRCA
5.7326417,2.8616133,BRCA
5.5689826,2.6827893,BRCA
8.5159235,2.6027424,BRCA
3.9704127,-6.850967,COAD
9.249213,-3.6225495,LUAD
9.113756,-4.189562,LUAD
9.7750435,3.6398172,BRCA
5.8073406,4.3060403,BRCA
10.490662,3.9763556,BRCA
-1.9355584,12.903371,PRAD
10.496651,3.924028,BRCA
6.218049,4.639842,BRCA
19.975327,18.365225,KIRC
9.04508,-4.8066096,LUAD
8.430677,-4.181272,LUAD
19.787022,17.66932,KIRC
20.009703,18.694511,KIRC
8.364527,-3.7557504,LUAD
18.369183,17.430376,KIRC
3.5188124,-7.855497,COAD
6.482728,2.5877209,BRCA
3.34942,-7.458432,COAD
20.163225,17.741482,KIRC
4.973033,3.9316227,BRCA
5.830855,4.2263565,BRCA
-1.5896868,13.145408,PRAD
-1.5083506,13.881279,PRAD
-0.77878094,13.0468645,PRAD
8.3152,-3.421858,LUAD
-1.1633117,12.417034,PRAD
-0.8796336,14.104745,PRAD
3.288672,-7.9669333,COAD
4.9536552,4.761865,BRCA
5.576118,2.7881963,BRCA
4.124406,-7.55285,COAD
9.8930235,-4.3009205,LUAD
18.631681,17.769989,KIRC
6.1651826,3.605977,BRCA
18.416922,18.211868,KIRC
3.471058,-7.3771596,COAD
5.930558,2.8018525,BRCA
4.9803934,3.0434813,BRCA
7.4596677,2.999256,BRCA
-1.204409,14.1613,PRAD
9.145015,-3.6461952,LUAD
18.641022,17.847654,KIRC
5.2647676,3.4701173,BRCA
-0.9547094,13.958239,PRAD
18.340326,17.564568,KIRC
-1.3579831,12.722564,PRAD
6.0137587,3.0938814,BRCA
7.3242607,-4.5611005,LUAD
18.402046,17.687008,KIRC
-1.5373945,13.070368,PRAD
9.189423,-3.6134574,LUAD
-1.6764556,13.482343,PRAD
-1.9180346,12.562564,PRAD
9.701471,3.4043784,BRCA
19.247627,17.066914,KIRC
-1.3873392,13.099131,PRAD
7.701045,-4.1644516,LUAD
3.7631705,-6.753594,COAD
4.181628,-6.8827105,COAD
4.4941688,3.1724358,BRCA
6.692106,2.7028134,BRCA
5.6397443,3.828609,BRCA
8.8750305,-4.7743683,LUAD
18.821651,17.762556,KIRC
18.638815,17.218842,KIRC
19.541365,17.443218,KIRC
5.2210307,4.2273655,BRCA
9.223935,-4.2266464,LUAD
20.31213,17.961832,KIRC
-1.1690208,13.519873,PRAD
5.6123414,2.9342108,BRCA
8.58384,-3.40773,LUAD
-1.1337025,12.399482,PRAD
5.681092,3.1193864,BRCA
-0.62031794,13.504877,PRAD
6.047123,4.954522,BRCA
18.437765,17.21161,KIRC
10.222621,3.96049,BRCA
4.2601514,-6.7421784,COAD
-1.2922136,13.439965,PRAD
-2.009423,13.035798,PRAD
19.921589,18.094788,KIRC
-1.9182435,13.116316,PRAD
18.425558,17.244776,KIRC
5.478889,4.3372188,BRCA
8.820948,-3.5458324,LUAD
7.8499484,-3.9339023,LUAD
6.930133,3.8801284,BRCA
8.362353,2.3669252,BRCA
18.639612,17.97733,KIRC
5.6763787,3.5253985,BRCA
7.330029,2.6376324,BRCA
5.368771,2.7519546,BRCA
7.015441,3.7707596,BRCA
19.34458,17.080444,KIRC
18.665768,17.110422,KIRC
-1.9771024,12.922279,PRAD
4.1783557,-7.6229677,COAD
19.961681,18.600582,KIRC
9.898473,3.7271016,BRCA
8.30454,2.359226,BRCA
18.676996,17.45023,KIRC
6.1967015,4.2745266,BRCA
8.592928,-4.211999,LUAD
6.72914,3.9263015,BRCA
6.742911,4.228684,BRCA
-1.5048226,14.08737,PRAD
8.248639,2.4704406,BRCA
-0.909925,13.398673,PRAD
7.301024,2.6828165,BRCA
3.4118326,-7.8903136,COAD
6.77756,2.79139,BRCA
5.732155,4.568697,BRCA
18.742327,18.015099,KIRC
9.468056,-4.653393,LUAD
6.568588,3.9635735,BRCA
10.232722,3.7769341,BRCA
-0.9898329,13.839614,PRAD
5.088764,4.231996,BRCA
-1.4630218,12.446254,PRAD
4.1390696,-6.549376,COAD
4.8673553,4.0720687,BRCA
7.481578,2.95002,BRCA
5.8309474,3.3489213,BRCA
9.406409,-4.3547087,LUAD
4.620836,3.1662524,BRCA
8.816793,-3.600929,LUAD
7.2513614,3.0486612,BRCA
8.715324,-4.0491285,LUAD
18.495047,18.282894,KIRC
19.8751,18.573172,KIRC
4.254241,-7.51317,COAD
4.225898,-6.9058375,COAD
4.9819903,3.100337,BRCA
5.6787434,2.695728,BRCA
6.530237,4.025562,BRCA
8.356982,-3.688532,LUAD
5.6998234,2.6179795,BRCA
9.526472,-4.55407,LUAD
18.769962,18.70088,KIRC
6.901749,2.529148,BRCA
7.80338,-4.1611624,LUAD
19.180494,17.178366,KIRC
8.524351,-4.7610407,LUAD
8.343466,-4.8738146,LUAD
8.288416,-3.6233983,LUAD
19.668423,18.716494,KIRC
5.525064,2.7211282,BRCA
-1.686636,11.869817,PRAD
10.121259,3.9301908,BRCA
5.4081306,4.933902,BRCA
18.455038,17.886871,KIRC
4.9289083,3.9325793,BRCA
-0.68622446,14.009176,PRAD
18.716238,18.885777,KIRC
6.0086336,4.3885803,BRCA
4.819002,3.2595148,BRCA
5.155645,4.63384,BRCA
5.3353305,4.7117515,BRCA
-0.9663914,13.983079,PRAD
8.833884,-3.9835553,LUAD
5.3302994,3.740475,BRCA
9.564733,-4.742753,LUAD
9.952507,-4.2450995,COAD
-1.2434213,12.559134,PRAD
-1.3735377,13.247444,PRAD
