Dim1,Dim2,tumor_class
-16.708306080530807,-55.96594670027049,BRCA
-26.803770577870964,1.9219637366538103,COAD
60.704073716886505,78.12495229158336,KIRC
0.5913916536096482,-13.031333295047265,BRCA
-15.124857513221091,3.08944152423015,LUAD
34.18875031684046,-10.569517515706575,KIRC
39.57749865945897,-68.88468439056696,BRCA
6.744614689999232,21.637510521138477,LUAD
-38.27337947805416,-13.363027341953,PRAD
-56.876935198942064,8.95061036637201,COAD
7.6798461432619725,-1.1279909823598886,BRCA
-28.93726089310826,1.3510622679652042,PRAD
82.0526405369018,25.97320345354384,KIRC
-25.957816261690716,14.372530348006109,BRCA
82.26513910997774,47.37550592300476,KIRC
-5.16914492171936,-3.429052882427195,BRCA
-29.210032484986833,35.98262987857785,BRCA
5.60466259872291,-4.470993091282068,LUAD
-3.5372519638987727,-93.40717496269188,BRCA
-26.164449958234282,8.13327372280279,LUAD
12.820850683509274,-36.39475822723747,BRCA
1.1651750620926682,125.0848541062121,KIRC
-12.72054903610839,-1.2537096862525337,PRAD
-63.736488499877744,30.817123532381416,COAD
-21.28184872579358,-63.75826661294095,BRCA
-22.635491393005804,7.176380688076517,PRAD
-22.30756423887464,-45.42332981859744,BRCA
-4.839592602185209,-78.70059288006928,BRCA
-26.80500383922741,72.72713141705404,PRAD
-15.337390230450659,25.835585069400544,PRAD
-34.8338166415891,-64.48733191034822,BRCA
-35.84317937341686,-13.838240687949353,BRCA
77.14579486285014,73.70904655911542,KIRC
-32.519703551975084,-12.788862843988614,BRCA
-31.93320346109761,23.825121895657293,PRAD
-45.53238768312882,42.851157817897764,PRAD
28.362825948670384,-42.963494374063956,BRCA
-47.231383024051446,92.36805901856252,BRCA
-2.6898639230785824,-60.43848063349183,BRCA
-29.25676948321509,12.586888845545882,PRAD
-65.27006225702503,24.845337569967395,COAD
-6.798916853454944,-59.04822213695111,BRCA
18.383420720141117,-27.396728875293004,PRAD
-10.491896502659554,-17.823607768882756,BRCA
-20.242238372757253,-30.91616111751371,BRCA
97.32318578262013,15.251724788827199,KIRC
2.147320544602602,-49.74744536905956,BRCA
74.45979983738945,58.98120536872418,KIRC
-16.01825412332159,-2.1026433099028874,LUAD
101.59076192766965,10.834430680731224,KIRC
-21.77364613201611,27.36300187112331,LUAD
-48.694021646380584,24.061941173728954,COAD
-23.467575703690816,26.847945764561494,LUAD
2.8342790354824863,-23.78119109281277,LUAD
-74.54384760120861,109.41843872521318,PRAD
13.408423003031526,-55.87981072896768,BRCA
-3.18121483763555,-7.272620169747138,LUAD
-20.073817045993334,21.966364899852817,PRAD
-6.085138495452986,-41.41838731811877,BRCA
92.21330274160199,35.12946310943436,KIRC
99.63993366593306,1.3144384465036967,KIRC
85.90506084552398,36.334168219068125,KIRC
20.021336219903677,-53.65464706125478,BRCA
-18.364745067309826,-68.70563574700067,BRCA
6.955542018468101,3.515396076702176,LUAD
83.36302096629719,26.025215993773102,KIRC
-18.749972825449706,24.228374612674802,LUAD
-45.94028940622448,-19.672051253706464,BRCA
-10.838833786644063,10.68413955260067,PRAD
-6.680625464809209,45.230391833576704,PRAD
-33.57152104904029,44.1683567290187,PRAD
3.0704043727674173,-42.34441719413208,BRCA
91.64775325934086,40.513274223990635,KIRC
-38.78554524740294,-26.908639446727253,LUAD
-66.3226690236188,32.728564707425136,COAD
-60.03166632456758,10.782971368728107,BRCA
-94.00312185373593,55.7521477246952,COAD
-26.368937552411804,-18.58559559826457,BRCA
-42.8022422989911,-31.989048739813956,BRCA
71.55170920770733,49.22405345831432,KIRC
42.28427218111266,16.368750066683976,LUAD
-19.7513220576177,-34.86328755185941,BRCA
64.34114535526527,37.40814818992949,KIRC
-62.45169710709047,-8.955135280026592,COAD
6.575761741791156,-64.2357708144235,BRCA
-37.18991667174306,25.52340415347987,PRAD
19.64014202126596,-49.427092977529675,BRCA
39.105295137062775,50.64093071164705,KIRC
40.91856649290419,-21.86051123095762,LUAD
-79.00096064068458,33.603961316799925,COAD
-5.579547224917684,77.65810861489207,PRAD
1.8408895631715547,-53.57784267366152,BRCA
2.9879913351605545,11.982208810707471,LUAD
-34.645055919779644,15.990455263824709,LUAD
20.2559386913976,-18.62575050106213,LUAD
-15.744851161683695,-6.173466459865712,LUAD
-27.643822047214137,-58.03250121025588,BRCA
-7.744857129969915,-73.41799159797785,BRCA
43.470476836701636,-8.540344711649874,LUAD
-6.947821051347496,-18.877590921517516,BRCA
18.504209791492347,-100.53489342624412,BRCA
-25.12518319909687,-5.376232852342427,PRAD
-21.49337202972388,42.69604343225448,PRAD
18.00532878175724,21.331854145207473,LUAD
-46.179568127533585,102.23528384737469,PRAD
6.757960125048226,-4.561073060055072,LUAD
88.975078013163,18.540519273169338,KIRC
-7.219110652712865,-5.2187634784593335,BRCA
0.7911956518778963,12.273990046443412,PRAD
0.5630223235819415,-1.1084593384523125,LUAD
-70.76280368888594,16.90642138451936,COAD
76.6487836614722,73.65561053592607,KIRC
-0.4500362081621241,0.3938761761408583,LUAD
24.091862865271313,-78.64382312723758,BRCA
87.56829192488968,30.254495545418187,KIRC
-0.23996901214613664,-5.487453458207274,LUAD
-28.906701309109597,-59.71874153255639,BRCA
-27.842045861106456,24.175809182580814,LUAD
11.32613478868114,-39.12152183771704,BRCA
-36.126568564419486,45.318311142868716,BRCA
-22.25836281523107,-7.386860901820254,BRCA
-10.357111470170722,19.644083986254085,PRAD
-17.366341081804837,-23.66622653822001,BRCA
104.07683872363303,5.299780131545787,KIRC
-79.43699420401727,15.272232926337102,COAD
77.38455086123606,23.350736699792986,KIRC
-0.152627062347463,-46.09257088249107,BRCA
10.049401384154356,13.847719343958651,PRAD
-52.86343623399078,2.961843005862762,PRAD
24.921710121823633,6.915714883121366,PRAD
-8.66347204839291,-2.2707504268783283,LUAD
14.340048878168362,-1.9355213492675403,LUAD
-12.772761761064734,-37.16495002369743,BRCA
-8.947512937143326,29.794502647025435,LUAD
-1.9807306632965593,21.364489972588075,LUAD
92.82181765254558,12.530725290104975,KIRC
-50.26633304794651,59.26742649930846,LUAD
-10.183188256532672,-43.947171231237974,PRAD
-7.613438420953221,46.894423571408225,LUAD
42.13638311872157,-39.599090914244506,BRCA
-71.05707939731073,90.4401849481191,BRCA
-7.844791935295675,-88.7875774338128,BRCA
-23.703222047373636,44.63894012121376,LUAD
0.7407754235731234,29.19317104939646,LUAD
40.16562479290161,-30.6750586802965,BRCA
86.06721717160866,10.188884441086516,KIRC
99.61475020643313,0.9057600267723643,KIRC
75.34692425888899,14.27415421558404,KIRC
79.36379803380878,52.6709305679529,KIRC
-16.132104998644937,-36.45449735448974,PRAD
-77.85949260307446,93.18799773956579,BRCA
-46.720683111064744,8.45087097929635,PRAD
-16.042131340201713,-4.5664764612391355,BRCA
17.75300180755244,16.549618478229174,LUAD
13.969983638370152,12.671032724504366,LUAD
5.271035443383372,-49.33556118987036,BRCA
-20.943116625203086,-2.7740651130327176,PRAD
-45.863628027435915,8.960056999958889,BRCA
-11.661409702014284,33.75721622179569,PRAD
18.25571536881839,-26.40462323346686,BRCA
-22.836370785937806,-52.02663683819591,BRCA
6.777821266561588,-42.44025422133306,BRCA
17.28532374967271,11.547260567389223,LUAD
-9.147042750535745,-15.472762912582393,BRCA
79.81351574754629,23.378524194115847,KIRC
4.456468477734263,-2.4929767241422534,LUAD
107.06816821814974,0.30166666195585395,KIRC
92.0791546084997,16.55329708627076,KIRC
24.715544714321297,-11.165375159847873,LUAD
57.240085704925136,-87.0301424825971,BRCA
97.97354643069828,15.536020228354678,KIRC
-32.866836533445706,27.537974206373672,PRAD
20.33936649500508,-38.39114717997838,BRCA
4.861541738981067,-1.7838461457637067,LUAD
-50.47960748208242,92.92432434606071,LUAD
-12.610477412106675,-34.34371614752035,PRAD
-78.68838180819391,25.88678900904007,COAD
-77.50851530910997,75.21913111579377,BRCA
88.69713793713623,35.046676234863796,KIRC
17.076091031735324,-2.872487521424037,PRAD
80.10278090611152,25.860051657880266,KIRC
-46.01079278467506,18.30068424178643,COAD
-12.273129900846879,-9.43464555166457,BRCA
85.36559823509656,37.420147940973486,KIRC
68.72214986789668,60.59009549288013,KIRC
1.2453957695618947,-31.622242165914823,LUAD
-37.01822365183351,32.972761076853665,PRAD
21.00981222937264,4.327958560728749,PRAD
32.58328532108673,0.5464031248995359,LUAD
-20.065761982845274,20.026134481561193,LUAD
90.36010629782089,40.542671037410074,KIRC
8.192514512339741,-23.923427050089053,BRCA
-1.1445766502049974,-25.943242455271946,BRCA
-52.6259810882422,26.76331841355292,COAD
-31.412170272587147,-55.01467334611526,BRCA
-33.30997288790826,20.15984976832061,PRAD
7.678911566069841,17.774655866066226,COAD
-4.982323883589962,-25.672612907087903,BRCA
-20.506349193666527,1.1934920498180743,PRAD
88.0280361271082,25.609565219598466,KIRC
-44.31745239275174,140.944269622828,PRAD
-11.251064095450836,-18.187927013629256,PRAD
-11.46484491544256,16.200240023365247,PRAD
16.44953408302031,-58.191312892123406,BRCA
-23.367205484765776,-11.183113555201905,COAD
-60.31029079655829,6.264474903688371,COAD
18.706152997464176,-26.58122591692166,LUAD
-49.588092303280874,21.982925810134336,COAD
-56.83134289770047,31.358610846035877,COAD
-48.02518608627898,11.98821986753337,PRAD
-9.879636146990084,-23.30281997342331,LUAD
-52.0732206138602,-34.781840813301486,BRCA
28.482521568643207,-34.923210877238596,BRCA
83.15694787876768,23.18241815389322,KIRC
79.27194011810091,54.909496580166824,KIRC
-38.67149007167213,-39.10596056507561,BRCA
-83.43871062734212,29.420559517436462,COAD
-60.46893646911822,138.0793536230274,PRAD
65.97455710444004,93.94696820704549,KIRC
-17.661225524924635,27.972661537350966,PRAD
-1.505131070169686,-37.91720558431022,BRCA
-37.40633040119077,-75.50363896522175,BRCA
104.41142012630412,-5.2183583518642,KIRC
4.941986333608998,-79.75884281573946,BRCA
3.554480845077319,-71.58800699684947,BRCA
-15.234863336673255,-29.814619006160424,BRCA
-86.38957808985283,108.36427679310289,BRCA
-13.459305692696734,51.01099839329006,LUAD
-12.043663920472785,-11.571560532127304,LUAD
-1.393394508257317,-44.81714484806035,BRCA
10.66348242386339,-41.61542836137303,BRCA
-11.945510895793443,-38.680108123029584,BRCA
46.65336237916381,62.76183210450462,KIRC
86.97031140457925,29.466509380408652,KIRC
89.01510552663139,7.988422166454452,KIRC
95.80172757458689,11.043409251165954,KIRC
-36.43509240691499,51.376801856361986,BRCA
10.053758646989332,-58.961082867343755,BRCA
-24.79703876449454,-42.35525052278627,BRCA
81.36664526628668,24.74004803771151,KIRC
7.447564524151066,-61.89809991948092,BRCA
6.832517163172056,-50.60406061845855,BRCA
-4.238138002498164,1.3257459034586967,LUAD
-11.774723827349794,9.936838404681057,PRAD
-14.997971092754618,13.154609040806239,BRCA
9.117942122623456,-48.31861454901338,BRCA
-83.473775485871,36.8014899268869,COAD
-19.551600712199786,12.338285925233267,LUAD
-30.156808058367655,31.74979760031729,PRAD
-0.9392116549925703,-77.83117615059635,BRCA
-2.1021668754913545,-61.634045340418616,BRCA
10.007390420578252,-40.979117937345194,BRCA
-107.44654122406054,41.01277902896916,COAD
-1.0205358170356544,7.262193897975771,BRCA
19.12900622793719,-31.353126556168668,PRAD
22.138222307658644,-57.15720495519878,BRCA
-45.50601349054324,19.45335570699293,COAD
-53.5061010706992,25.857033887292584,LUAD
-9.174890231147844,21.166172339501692,LUAD
-28.87947140885015,-2.051655386580494,PRAD
111.01939997272049,9.473980615600842,KIRC
-25.08373178851216,12.091729489480318,BRCA
86.0804221490917,63.530025577524526,KIRC
76.82250670229118,62.12063781632805,KIRC
49.582762554143,-67.30955595585999,LUAD
-30.154370258751044,16.79608759508155,COAD
30.359675706439052,20.330749625168483,KIRC
20.312373809623526,-86.26878281368572,BRCA
-2.8071151729947776,-60.81991437968365,BRCA
-43.094183607184505,-40.084614857812724,BRCA
45.78839292224053,-53.51221960221667,BRCA
85.91997485781584,43.889174361372504,KIRC
9.598235498998767,-64.50602967673932,BRCA
-9.764433361046272,-42.11605681003851,BRCA
-30.729199590068916,6.8359782622738114,PRAD
-36.91566442802875,-3.3860564825335584,BRCA
100.3218878409392,8.394095020582364,KIRC
-0.0695087749128163,-46.42871579792073,BRCA
34.89548319889,24.062169861371757,LUAD
-16.644043150079465,15.478470795726219,PRAD
67.99194691513623,3.8005623367996875,KIRC
-19.37942070464504,-42.839999847957316,BRCA
-53.68027146546055,16.7640682917731,PRAD
-68.25135425774076,13.288259215087766,COAD
-0.44104507397396986,18.10403746277211,BRCA
-3.5785711374030256,-30.45278111921734,BRCA
-34.427008284119026,-32.440881567350964,BRCA
-17.157218281021496,2.83298417309123,LUAD
-50.73414552427866,49.37202698587216,LUAD
7.2296535821649215,13.532173184884108,LUAD
-0.5213509866396517,-72.26528556303724,BRCA
-11.469716018337305,-28.985371621157306,BRCA
-14.820968314623423,31.011139447979755,PRAD
9.982555088920847,-15.969541274446813,LUAD
15.631885699692125,-89.68534848169713,BRCA
89.34061146525315,17.352064106629147,KIRC
-6.173456424267108,-57.0694263306059,BRCA
-64.28552361254694,32.1942443336948,COAD
-19.040340685771326,-3.0450090578085205,COAD
3.1140148276640014,5.328504798470663,LUAD
-18.928980176486547,-29.769523179788496,BRCA
88.76496600501227,26.758881375709848,KIRC
5.58110096591386,-67.37596512496657,BRCA
-32.05362418876623,-58.78530829743707,BRCA
-34.38083195283657,11.365361130715607,BRCA
-66.01068593512943,19.497897660901582,COAD
-7.492446889448476,38.43526338443394,LUAD
-47.529484475697025,26.275787332692893,COAD
25.967017631437194,57.942941282969464,KIRC
-20.935156802833188,33.93651172758052,PRAD
97.71163372774252,7.774374010808778,KIRC
-16.64301519478055,9.800794392913343,BRCA
27.789981912101695,-45.46490911124817,BRCA
92.1698952317546,25.802533940597566,KIRC
12.63844028277458,-37.637694734440416,BRCA
-85.36560342910546,26.014359780323286,COAD
-27.375747782817704,25.164410670782267,PRAD
-15.911831590917208,-21.54655805209848,LUAD
-40.233828524107075,22.124366548782614,PRAD
-54.34947088168561,67.59792418729923,BRCA
91.54801284531986,15.509349974331535,KIRC
-35.23629784783123,-6.480833971271214,PRAD
-7.120460655746715,-41.63027005538753,BRCA
-63.27639221851695,12.107153519975785,COAD
80.01826931654833,30.837996408117785,KIRC
70.74800720811326,74.09163747685598,KIRC
-66.67783357097072,12.510744598454757,COAD
-63.300201706149515,25.168162620328587,COAD
-38.54206472807229,47.15481162153639,PRAD
-14.112730803605707,-71.74625612593326,BRCA
-62.769805261338156,53.459735379731974,BRCA
-40.06218066403466,13.814148764226111,COAD
80.73796113848313,25.41432968045282,KIRC
-53.823785272669085,70.86412307874393,BRCA
-11.871293598817894,42.255934593179724,PRAD
-53.72545774037272,-3.686761927858336,BRCA
-28.241122067406216,-46.60006627373855,BRCA
9.631473934112234,-76.38475732159596,BRCA
40.317593547861925,-0.41865215242834664,LUAD
-1.8713312316058897,-13.18206387134657,LUAD
142.25039650739538,-101.3710660232178,KIRC
17.039064989112713,17.370061735519158,LUAD
4.079699883611603,-34.0676362019727,BRCA
84.76263291403214,23.238085427459612,KIRC
-75.58371875877866,14.69281357526646,COAD
-7.127605469753167,-46.01254261581898,PRAD
-29.328222445044947,-45.55702295422562,BRCA
-18.751203291484217,15.078635129785017,LUAD
-9.400186745706689,4.988019366571112,PRAD
-33.27276714714511,12.054554977697016,BRCA
-71.5510522597424,60.659950814726265,BRCA
3.545231099754653,-62.86101308093546,BRCA
-19.04579736755375,28.293541351616845,LUAD
5.204913023370969,-58.35353820830736,BRCA
-56.69873479385745,4.009614984458203,BRCA
-9.242546729147117,35.56501358957377,PRAD
-26.74433771301099,-19.686113167940377,BRCA
-21.57931615086514,11.508622067122536,PRAD
-39.631035807934786,5.699965202460654,COAD
6.76627414300497,-66.58346684831268,BRCA
-30.592005528365938,-31.940318182050977,LUAD
-57.65036647612969,-45.75210383216129,BRCA
-36.174547655419346,-47.65029147574434,BRCA
9.2000382814051,10.308755074316043,LUAD
-11.534841291363902,-40.6447002575958,BRCA
7.6691370504315755,-18.61018627018325,BRCA
25.57982086354641,-100.53793975380523,BRCA
69.4270594201068,50.88232443659961,KIRC
3.880033264495274,2.7778352549128806,LUAD
-0.39988082104768685,-28.35479608053966,PRAD
-13.311672904177675,-34.600570281731095,BRCA
-13.708908270825825,16.260068991261964,PRAD
64.7482382476093,72.99951972586373,KIRC
-36.901948245159865,30.088704985774953,BRCA
91.48738421909799,31.726741589945743,KIRC
-81.8692064949295,56.32777823713478,COAD
-8.351629118824867,-92.26416523070323,BRCA
-29.763068244755168,15.199633218345573,PRAD
11.454352638265926,-14.21538010059637,LUAD
89.35770401319586,-4.469017023389482,KIRC
-40.28262676945038,-36.94868121122822,BRCA
-11.618966597601602,-38.24080978777029,BRCA
52.77715428639466,83.746826730685,KIRC
-7.588002402282656,-56.92942300507366,BRCA
17.398807899767995,-19.141987674264257,LUAD
-32.119774330868395,14.470016088000653,BRCA
-11.245150105278457,-41.17618285394865,BRCA
-24.630126447833693,-0.9433116598228409,PRAD
-95.75760170269258,52.09224999291459,COAD
-39.584212230892206,-4.202753935613511,BRCA
34.28940684645833,73.91148173772686,KIRC
3.513476776680721,-12.905339333883754,LUAD
-59.8205371566793,90.70310036607812,PRAD
-60.06745806090566,-9.863839933669183,BRCA
-56.30596525527178,27.259683735557257,PRAD
10.392108687091232,-57.520615561599776,BRCA
6.863301362617695,-65.18915841173155,BRCA
17.487735049188643,-73.08845321867237,BRCA
-1.9439191156702542,-50.38296741041394,BRCA
65.45087618087355,52.589276757895945,KIRC
44.37119761144646,-32.84462637863434,LUAD
-2.558304898664373,13.488128274834901,BRCA
92.047596906662,18.330226422492032,KIRC
9.48977082088474,-64.83643917810807,BRCA
-7.276345968317314,-60.49458209627475,BRCA
-26.604336043131877,10.063884235058778,LUAD
26.39201893569477,7.589685896434462,LUAD
53.50826353044392,52.171600077854684,KIRC
-45.070940189416184,23.732163977933553,COAD
-13.461610191381208,-17.840754871414276,PRAD
-62.06536736495701,8.937639256639333,COAD
-18.787054503826905,-6.610878535946793,BRCA
102.85221302307627,8.843116854360805,KIRC
98.96936397692072,9.253949075475266,KIRC
-36.13879757264984,23.23302270938366,BRCA
-4.6690937610914425,14.882745700340875,PRAD
94.56883095113837,25.534153362836086,KIRC
-17.961487100442824,36.794749901718504,COAD
28.93282257736806,-13.948246456823695,LUAD
-21.58111363352436,11.201316166136257,LUAD
-27.96157550781782,-75.79767276795046,BRCA
-14.607970931848673,9.516606733761437,PRAD
-16.635847847971114,-8.052777313441656,PRAD
-12.534860716019772,-14.962879097507765,BRCA
-15.149142414007777,-24.33430505612733,PRAD
23.914082112387906,-31.758830159635387,LUAD
69.78269939416947,58.27501899204362,KIRC
-10.080878010865728,-20.36737814114006,PRAD
-16.219989655760873,-6.980813319558098,BRCA
-49.91968933055667,50.459452639526326,LUAD
-14.626454717792585,-23.49877952655291,PRAD
-48.98079907111,56.69274904657089,LUAD
13.942296287374717,-50.9939643881311,BRCA
-20.947790543714078,-37.29294096421062,BRCA
-56.69897136475453,13.430791766397396,COAD
-15.949595373706451,41.066675598107885,LUAD
91.29280729658443,39.2459785491176,KIRC
-58.75380829013973,9.566391309206995,COAD
-19.274283543544136,23.65789869317316,LUAD
-35.18063618770204,-17.2117838108372,BRCA
-40.971362081843886,34.257385683561516,PRAD
-19.62982109096826,57.88516262237951,BRCA
20.002986696295984,-15.383925357233698,BRCA
4.322485665625582,-15.39218629486978,PRAD
6.561409297777234,-63.488152144434764,BRCA
-64.55206548104692,1.2306913423885,COAD
10.470752949136946,-56.687611609967654,BRCA
-85.41470582432183,59.30736060135972,COAD
83.22675590765974,34.1402546968473,KIRC
-13.502829769740869,-71.79453814187366,BRCA
3.725073460133856,-69.27349181383904,BRCA
-44.6288063897577,-2.3488357488057434,LUAD
-20.59730148625645,-29.55012883608735,LUAD
26.460311362415172,-30.525745596179746,LUAD
-27.742603375646077,23.493620943562966,COAD
99.2899897263806,-1.1134723587986006,KIRC
7.846580276756346,-13.84848279915697,LUAD
-11.905805500896589,47.235212782681934,LUAD
6.133620831659885,-64.62540358388698,BRCA
-0.24587185357439298,-35.321459589101735,BRCA
32.30140902966929,7.367907294214373,KIRC
16.621618897611793,-23.197167163501373,PRAD
-29.31422152807782,39.79599363827287,LUAD
5.958958987644871,-18.44697554102357,PRAD
-28.162024105299814,-25.700868094862635,BRCA
117.17786278510557,-27.872264515930766,KIRC
-64.54036377750136,-36.9147838403071,BRCA
68.12690963342658,48.230692311628594,KIRC
52.835019747620635,84.74912706368563,KIRC
-37.69315966251168,59.362329840334226,PRAD
-13.035311854368448,4.079069071509753,PRAD
24.208475540026097,-12.26030880487702,LUAD
-13.032920055617804,-9.111735951827104,BRCA
44.45022262154875,34.271828502308495,KIRC
-67.99431728561676,21.323280311253168,COAD
-48.51551713938953,16.70984376596687,COAD
-17.42258249237919,-57.83219584744448,BRCA
94.65901781586003,12.155243718481069,KIRC
98.40739159725582,-3.2542503428346032,KIRC
27.76525124900008,-67.14502118746826,BRCA
-16.65512799170085,-8.013306829220513,BRCA
-2.1250689819028667,-13.176252969368328,PRAD
57.82189609506963,33.933686287377995,KIRC
-30.896153661263543,15.215650163923438,COAD
4.952141695237566,1.1150158604028149,BRCA
-20.356097003146054,-30.376038953570674,BRCA
-54.940561692236955,39.24549279221899,COAD
-15.050745000371792,15.78103078094346,LUAD
10.741596612884656,-49.42357858368932,BRCA
8.022046488424884,-9.956594676359627,BRCA
-23.54575460300754,-38.93866004880769,BRCA
96.43078303981184,25.78468949711498,KIRC
-16.83668123350263,-24.63651332095423,PRAD
-29.17624171223752,22.13737038606157,LUAD
10.263724137370843,7.476615912084621,LUAD
-55.19223441677262,-10.59182669005002,BRCA
68.61435953572605,59.054758743284495,KIRC
-69.2522520734056,13.577004927237418,COAD
86.61160083634486,20.37062670850297,KIRC
104.40480562566076,5.17537373498035,KIRC
-48.13560766872766,0.16669154849677834,BRCA
-8.428096939602172,33.41966206661456,PRAD
-25.084193387479257,34.96140632204442,LUAD
92.92400950049907,39.245079418121534,KIRC
-41.56632225636963,-42.56285483802629,BRCA
-73.82474678461367,10.365555345739141,COAD
-29.560222024602403,49.83081898447968,LUAD
8.985033037353995,15.725484768408183,LUAD
-12.805668674946585,12.342561327448523,LUAD
6.557666672487755,-4.753124866317058,PRAD
-6.737183563377535,40.51709604691984,LUAD
69.52101606905478,61.293657506802745,KIRC
-5.322652029661978,-67.14558536546011,BRCA
32.491109089303194,-31.038035940819587,BRCA
-65.26202414864034,8.853297572690554,COAD
-16.669705946796473,30.081912289631664,PRAD
-18.50567248892208,-34.06642328419602,BRCA
30.026745447399726,-24.393019031588334,BRCA
-26.78241162000089,-50.16549592190232,BRCA
103.3748184432326,0.44175796623662766,KIRC
5.2641554551530545,33.20431320855201,LUAD
-30.36566385717834,26.581555484705213,LUAD
-39.57709233281791,7.313395005680414,BRCA
-26.560407832580044,0.2932571784129063,PRAD
-29.293017861150467,13.759413571752297,LUAD
7.473535039883078,-28.54761944707651,LUAD
-12.276434168011216,-57.117909063911604,BRCA
102.50572822727739,12.046632913291024,KIRC
-30.317164911347422,-7.842243974113843,PRAD
-78.46113487587186,44.39502998344256,COAD
-14.113982698353961,38.32979986753638,LUAD
9.752223808418595,-6.3655211610520395,PRAD
-49.54697827864475,-2.968486240306036,COAD
12.810104793456093,24.88132651890048,LUAD
-81.02862063192592,41.53318902888294,COAD
77.50977718629775,24.26240189903,KIRC
60.19073512934062,55.94011165834679,KIRC
-11.283637879782193,-67.05840320151718,BRCA
-31.442766877032508,-39.40296297382477,BRCA
83.49527384802124,32.347342540011475,KIRC
52.58349375198991,74.65960020722116,KIRC
-39.755775108398375,-0.747264984981118,COAD
7.407730474305267,-46.61727842666703,BRCA
-2.920286853320323,-12.503454064161556,LUAD
-31.241047512651136,0.4013305099361307,PRAD
-63.71206192438278,39.23563365484479,PRAD
110.88189797557186,-12.055118101534037,KIRC
-31.010672288566155,-48.0413920874938,BRCA
-4.606772176179698,12.089943536332221,LUAD
28.812853774764278,-48.17929333347521,BRCA
29.41340024683176,-16.560117980331764,BRCA
-49.89449110665021,8.750853543545142,COAD
-7.387084335419795,1.0251388759299158,BRCA
-58.95747825248276,62.84968539651034,PRAD
-17.299229347404584,18.849673797440413,PRAD
-2.6541455188829453,-10.167486701048608,BRCA
18.19491146299249,-78.39148635889667,BRCA
-88.61089071094946,44.751491349868765,COAD
-29.402868057127822,-63.20795788245323,BRCA
56.863948875466605,77.77779960255485,KIRC
-23.334047440619326,-52.8050330491903,BRCA
5.130524941034729,20.465555359622563,BRCA
-18.743397265179855,10.391687354993985,COAD
0.418702223040961,-37.297130032486464,BRCA
3.7727086289776337,26.27422352966301,PRAD
-35.06120948640416,9.4021507539417,BRCA
-15.799025288701127,-58.992753856373014,BRCA
41.63691264356906,95.09880841770473,KIRC
-40.76093323910293,38.62943818826131,PRAD
-19.78221018764109,-13.45629191458993,LUAD
17.575264317822427,-42.994448573954806,BRCA
-3.3295829214894015,-64.78545761712637,BRCA
65.02266941621154,22.568837384319014,KIRC
-23.104776434453427,-13.873944964400948,BRCA
-7.737080919388103,-45.6333629872257,BRCA
15.781139606879515,-28.49078749178079,BRCA
44.37062756258995,-59.370302635607906,BRCA
