Dim1,Dim2,tumor_class
-16.518255,-6.2868543,LUAD
7.1780715,-8.436303,BRCA
18.08902,17.06,KIRC
-9.292587,22.399702,PRAD
-29.716867,-18.55707,COAD
9.521628,-14.94392,BRCA
-9.384954,25.12099,PRAD
8.787602,-7.5665865,BRCA
13.692435,-10.04105,BRCA
-5.3213863,17.882357,PRAD
-8.601143,20.13853,PRAD
11.097131,-15.448751,BRCA
5.9501004,-1.9708933,BRCA
28.403187,20.078882,KIRC
-3.2789905,-12.276418,BRCA
-7.767857,21.581373,PRAD
-5.382209,21.928038,PRAD
4.529796,-8.414257,BRCA
0.7671817,0.7098801,BRCA
11.24266,-8.93144,BRCA
-7.770976,23.095873,PRAD
-31.25294,-19.599607,COAD
11.663365,-7.6472645,BRCA
-12.391102,22.942192,PRAD
5.1435394,-6.208763,BRCA
9.929188,-5.405613,BRCA
25.595776,17.763916,KIRC
6.1174445,-12.795105,BRCA
28.034544,22.605341,KIRC
-21.179205,-2.8978274,LUAD
26.164852,17.326473,KIRC
-18.559793,-7.24989,LUAD
-28.181839,-15.991737,COAD
-16.507631,-8.866654,LUAD
-10.260277,-4.664689,LUAD
-4.010949,17.8826,PRAD
7.5266566,-11.420346,BRCA
-11.765259,-7.2514434,LUAD
-8.999853,21.103355,PRAD
5.606982,-15.046302,BRCA
26.189064,21.472607,KIRC
21.895144,21.735872,KIRC
25.654802,20.402905,KIRC
10.84047,-10.301678,BRCA
7.072923,-13.646686,BRCA
-13.993717,-4.8073416,LUAD
22.442913,20.770115,KIRC
-20.391546,-1.8618711,LUAD
9.619611,-2.4457748,BRCA
-9.699531,21.490124,PRAD
-8.395809,18.588005,PRAD
-8.246449,19.867521,PRAD
11.2756815,-7.351473,BRCA
26.92829,19.297998,KIRC
-6.6280985,-8.703123,LUAD
-30.307642,-16.87515,COAD
-4.1994042,-11.151212,BRCA
-28.762482,-21.300152,COAD
0.5781825,-8.888154,BRCA
14.786125,-12.693486,BRCA
24.65105,23.084932,KIRC
-16.27798,-3.6854105,LUAD
12.210914,-16.015495,BRCA
19.632395,18.58744,KIRC
-30.18653,-19.633177,COAD
7.6448755,-11.845643,BRCA
-7.8453574,25.469654,PRAD
8.165444,-9.718668,BRCA
19.030416,20.824812,KIRC
-13.18867,-5.240416,LUAD
-26.760162,-20.469301,COAD
-6.7802176,16.857515,PRAD
6.954582,-12.532673,BRCA
-19.177364,-1.8957998,LUAD
-19.364784,0.1957705,LUAD
-14.767624,-6.2232823,LUAD
-19.771269,-5.753559,LUAD
11.903814,-7.5051923,BRCA
10.910728,-13.817737,BRCA
-16.05276,-4.863998,LUAD
5.125767,-7.256863,BRCA
8.649125,-17.558132,BRCA
-14.066726,24.604872,PRAD
-7.5305758,18.368011,PRAD
-14.674088,-1.656292,LUAD
-4.4637513,17.541346,PRAD
-14.634818,-0.78323734,LUAD
25.999489,22.225407,KIRC
4.1627545,-3.737388,BRCA
-13.321563,20.535965,PRAD
-13.491804,-6.403411,LUAD
-25.595,-19.719828,COAD
28.802237,18.324514,KIRC
-17.933048,-4.3660746,LUAD
8.878776,-11.349367,BRCA
21.318434,18.969316,KIRC
-12.396962,-0.6002025,LUAD
12.138816,-13.610165,BRCA
-20.17556,-1.9359263,LUAD
6.867098,-8.58516,BRCA
2.7409806,-0.8553733,BRCA
4.626659,-4.3891783,BRCA
-9.627554,18.380949,PRAD
6.396192,-5.8351803,BRCA
24.590286,18.800657,KIRC
-29.873405,-19.971075,COAD
21.510164,18.352877,KIRC
4.9038334,-11.826373,BRCA
-8.612691,16.729849,PRAD
-8.3830385,26.56827,PRAD
-11.485608,18.592918,PRAD
-20.064896,-2.519992,LUAD
-14.819433,-5.3376656,LUAD
2.957865,-14.805341,BRCA
-23.407314,-13.188873,LUAD
-15.693282,0.99221104,LUAD
21.07274,20.958996,KIRC
-18.22472,0.403768,LUAD
-12.660683,25.440554,PRAD
-15.963836,0.35362068,LUAD
3.831504,-8.596719,BRCA
1.0277553,0.9828247,BRCA
11.321802,-12.306688,BRCA
-17.324608,-10.320182,LUAD
-13.332892,-3.5786023,LUAD
4.498386,-10.064465,BRCA
26.229523,15.85429,KIRC
24.734097,16.766003,KIRC
21.622963,17.12608,KIRC
22.553946,22.310904,KIRC
-10.922318,25.889437,PRAD
-0.28647146,0.8077799,BRCA
-6.0860777,24.145367,PRAD
1.6919838,-7.2426353,BRCA
-14.312717,-3.9886591,LUAD
-16.676434,-8.343473,LUAD
3.425489,-12.968034,BRCA
-9.122245,24.209507,PRAD
7.924299,-2.33831,BRCA
-7.5627503,19.061136,PRAD
4.2754498,-9.523113,BRCA
9.092611,-6.7920523,BRCA
5.454472,-12.59374,BRCA
-12.689026,-4.7433257,LUAD
6.8438897,-4.0216584,BRCA
26.41964,22.89,KIRC
-14.243508,-3.8690042,LUAD
24.83763,20.72849,KIRC
24.343485,20.734526,KIRC
-14.6951275,-5.548363,LUAD
5.914013,-10.919285,BRCA
24.828325,19.87574,KIRC
-7.1568947,22.441608,PRAD
5.2771683,-8.260791,BRCA
-15.704212,-5.792546,LUAD
-18.295153,1.1333618,LUAD
-10.706275,26.514277,PRAD
-25.602503,-19.914356,COAD
1.1691407,1.4594628,BRCA
26.03097,20.593729,KIRC
-8.530889,16.746473,PRAD
20.402143,20.01262,KIRC
-28.465012,-18.42237,COAD
-0.95476896,-9.592964,BRCA
26.276072,18.913937,KIRC
23.939837,23.394129,KIRC
-13.08958,-7.4111357,LUAD
-8.027551,21.271864,PRAD
-10.392887,15.21527,PRAD
-15.059014,-0.9204305,LUAD
-21.417229,-1.9597896,LUAD
24.89834,22.475235,KIRC
5.0727177,-6.6520147,BRCA
-1.7683185,-13.0468,BRCA
-25.638369,-18.507784,COAD
-2.273806,-15.36063,BRCA
-5.7863865,22.351538,PRAD
-25.826239,-15.673151,COAD
3.7042446,-5.9642015,BRCA
-10.24769,22.883188,PRAD
25.009642,22.090857,KIRC
-4.439607,16.613613,PRAD
-11.946982,24.394863,PRAD
-9.074426,21.311687,PRAD
7.8515086,-10.465641,BRCA
-28.006798,-18.098864,COAD
-30.012993,-16.177296,COAD
-16.038582,-5.462578,LUAD
-26.576263,-18.723501,COAD
-29.796274,-17.635565,COAD
-8.416736,25.896078,PRAD
-12.877094,-11.213076,LUAD
-5.556781,-13.888188,BRCA
3.8775427,-10.2719,BRCA
21.071964,22.784737,KIRC
27.906677,18.865458,KIRC
10.13824,-5.168487,BRCA
-29.191944,-20.592445,COAD
-4.141108,17.079885,PRAD
29.257406,18.928022,KIRC
-9.227304,19.810331,PRAD
2.6998441,-11.023839,BRCA
15.125103,-8.217288,BRCA
23.562445,19.792093,KIRC
11.476288,-10.240527,BRCA
-1.8174125,-14.314536,BRCA
-1.8329908,-11.104749,BRCA
1.0735031,2.0197651,BRCA
-17.570404,-0.13617326,LUAD
-19.090189,-4.9000344,LUAD
8.408922,-8.406457,BRCA
6.9902253,-8.601001,BRCA
5.8960423,-7.4461985,BRCA
23.934633,25.724236,KIRC
26.382898,18.494123,KIRC
22.398214,21.886824,KIRC
26.615572,17.52227,KIRC
1.220663,0.31823373,BRCA
5.0194635,-13.893069,BRCA
11.399805,-6.8920155,BRCA
26.762953,23.754412,KIRC
9.177767,-9.18901,BRCA
8.550269,-8.816886,BRCA
-15.288178,-7.4424286,LUAD
-11.664666,20.443184,PRAD
3.2619061,-3.5474017,BRCA
7.407209,-8.747605,BRCA
-30.445591,-18.58118,COAD
-16.784609,-6.251469,LUAD
-6.704889,19.267796,PRAD
9.325503,-12.064383,BRCA
12.5825,-12.181354,BRCA
3.9898703,-12.325338,BRCA
-29.838999,-21.721947,COAD
2.0333955,-4.6166873,BRCA
-11.963657,23.048628,PRAD
7.144048,-11.098202,BRCA
-25.320145,-18.776142,COAD
-21.333982,-0.9605601,LUAD
-17.079082,-9.992531,LUAD
-7.7910986,22.92031,PRAD
26.18616,17.269682,KIRC
4.7640195,-1.5577366,BRCA
28.863539,17.33877,KIRC
27.664116,19.521824,KIRC
1.1628132,-11.372665,LUAD
-28.463873,-17.538326,COAD
22.97,26.241009,KIRC
9.753598,-11.165674,BRCA
10.338698,-8.321454,BRCA
-4.480101,-13.777856,BRCA
-1.2253553,-13.438532,BRCA
27.956453,18.251522,KIRC
8.257305,-15.053069,BRCA
9.893115,-6.570352,BRCA
-7.1279287,23.348341,PRAD
-4.0113115,-12.604731,BRCA
25.23242,17.105959,KIRC
3.7275362,-13.291073,BRCA
-15.871266,-4.1826034,LUAD
-12.6890745,19.458115,PRAD
22.951483,25.644464,KIRC
13.738182,-12.593244,BRCA
-5.962468,19.916384,PRAD
-31.493546,-21.011261,COAD
2.604411,-4.7316456,BRCA
3.9445136,-6.873986,BRCA
13.653149,-15.162805,BRCA
-15.052088,-7.8328485,LUAD
-21.889559,-7.282672,LUAD
-14.761201,-3.570139,LUAD
8.105733,-14.074086,BRCA
6.3270144,-6.6653156,BRCA
-6.9499583,18.95816,PRAD
-18.16847,-2.3317804,LUAD
9.682183,-10.122057,BRCA
22.235601,21.945135,KIRC
10.395985,-14.466873,BRCA
-28.4487,-19.872726,COAD
-26.258162,-16.998335,COAD
-18.173918,-5.3937407,LUAD
8.172009,-6.5880876,BRCA
25.795666,21.733643,KIRC
14.984842,-10.22537,BRCA
9.535598,-14.775147,BRCA
1.4488627,-5.354482,BRCA
-30.821274,-19.693178,COAD
-13.67128,-2.6388738,LUAD
-27.029936,-18.421509,COAD
22.426104,25.90247,KIRC
-9.137654,18.896465,PRAD
24.250793,18.870962,KIRC
0.8075332,-6.717087,BRCA
6.896406,-9.758882,BRCA
26.583881,21.191809,KIRC
-1.9693432,-13.206512,BRCA
-29.035456,-20.4839,COAD
-7.7712955,21.67849,PRAD
-19.29219,-5.8534546,LUAD
-6.0825906,22.39189,PRAD
0.8801518,0.4121363,BRCA
22.57504,19.29361,KIRC
-10.094562,26.84124,PRAD
6.3387337,-13.475319,BRCA
-28.469471,-20.471062,COAD
22.576788,20.44576,KIRC
29.249834,18.961325,KIRC
-28.88885,-19.676725,COAD
-27.325293,-21.894999,COAD
-6.4436154,18.706104,PRAD
11.732633,-13.308266,BRCA
1.8513442,0.4869939,BRCA
-28.939634,-16.705698,COAD
22.928743,23.58482,KIRC
-1.6338543,-2.0757754,BRCA
-8.772606,19.073627,PRAD
-2.318626,-10.037926,BRCA
12.573483,-16.434795,BRCA
8.450768,-13.694675,BRCA
-15.358931,-0.5753016,LUAD
-15.86227,-6.0227304,LUAD
24.612988,15.024107,KIRC
-16.344242,-3.6503127,LUAD
-2.4073496,-13.195482,BRCA
21.201752,21.697353,KIRC
-31.958702,-18.703497,COAD
-11.820167,26.204943,PRAD
13.09146,-14.9022045,BRCA
-14.483437,-9.505572,LUAD
-10.166674,21.917109,PRAD
3.897079,-2.7695043,BRCA
-0.80249375,-0.6910874,BRCA
9.298821,-9.07895,BRCA
-18.092867,-1.047374,LUAD
12.087358,-9.343618,BRCA
-2.5415545,-9.721229,BRCA
-8.012578,17.981047,PRAD
2.2653952,-9.831046,BRCA
-7.926891,21.867933,PRAD
-28.054329,-18.71033,COAD
11.524935,-11.63299,BRCA
-21.361195,-3.6417286,LUAD
14.984567,-14.632689,BRCA
-4.826544,-13.182092,BRCA
-14.5933075,-4.5303364,LUAD
9.81373,-13.262085,BRCA
3.0687132,-9.754546,BRCA
9.607758,-11.090169,BRCA
25.21717,24.23046,KIRC
-15.964462,-2.242765,LUAD
-12.946671,22.862083,PRAD
12.836175,-14.792013,BRCA
-9.957307,20.935831,PRAD
29.989433,18.488321,KIRC
1.4934746,-2.5896814,BRCA
25.649954,21.807774,KIRC
-31.123873,-17.647867,COAD
9.94452,-16.228136,BRCA
-9.313852,23.455482,PRAD
-13.283395,-6.586437,LUAD
23.522987,18.175167,KIRC
14.145306,-13.92503,BRCA
2.3610594,-12.770203,BRCA
19.417967,17.490269,KIRC
3.1854517,-14.354391,BRCA
-13.099623,-5.354279,LUAD
-0.6368418,-6.0574036,BRCA
-2.3203225,-12.31023,BRCA
-9.875225,23.41118,PRAD
-28.956585,-22.150318,COAD
6.2184873,-2.5471463,BRCA
20.28465,15.367955,KIRC
-11.80238,-5.193255,LUAD
-4.286418,17.802458,PRAD
0.33904317,-8.192507,BRCA
-6.8961215,21.624224,PRAD
10.8092,-9.38292,BRCA
9.383996,-9.42832,BRCA
-0.6986839,-14.301772,BRCA
11.949345,-9.953824,BRCA
20.185194,19.037289,KIRC
-15.793478,-1.3087337,LUAD
2.9012423,-4.6441836,BRCA
24.086298,22.499594,KIRC
6.7315702,-11.930642,BRCA
12.97088,-11.513723,BRCA
-20.263323,-5.6974683,LUAD
-16.12385,-4.5775394,LUAD
19.348152,20.54233,KIRC
-29.569124,-17.365309,COAD
-8.20428,23.260351,PRAD
-28.654276,-19.302895,COAD
5.2443113,-2.0702147,BRCA
23.737364,21.985628,KIRC
24.372517,17.946777,KIRC
4.0600624,-1.6375285,BRCA
-9.213435,19.406319,PRAD
25.778702,19.84608,KIRC
-26.645552,-16.227226,COAD
-18.32549,-3.1505828,LUAD
-13.663387,-10.532308,LUAD
10.22278,-16.588,BRCA
-8.652412,22.253132,PRAD
-10.23165,24.323578,PRAD
-1.1081357,-11.192659,BRCA
-11.203001,24.459276,PRAD
-18.845417,-3.16089,LUAD
22.194323,22.865534,KIRC
-8.979601,22.866531,PRAD
12.561482,-3.154215,BRCA
-20.441998,-0.61047965,LUAD
-12.821259,25.071117,PRAD
-12.280966,-2.6545966,LUAD
6.910317,-10.713359,BRCA
3.3082194,-14.183149,BRCA
-26.856342,-19.436172,COAD
-13.477153,-4.328833,LUAD
26.759848,19.17318,KIRC
-28.980862,-19.534248,COAD
-12.280619,-3.7562604,LUAD
4.597851,-3.2905498,BRCA
-6.2458797,22.072845,PRAD
0.016733674,-4.536801,BRCA
3.4729466,-7.3573365,BRCA
-11.360021,22.202524,PRAD
8.699835,-9.964233,BRCA
-30.725574,-20.712038,COAD
4.9625406,-12.0134535,BRCA
-25.621017,-20.354654,COAD
22.83253,21.031261,KIRC
13.752353,-6.9112425,BRCA
10.142083,-9.219793,BRCA
-20.039,-6.2763042,LUAD
-20.46378,-3.091656,LUAD
-15.95013,-5.3383455,LUAD
-25.21023,-17.704937,COAD
23.127802,17.747725,KIRC
-15.162098,-5.568257,LUAD
-13.205913,-2.6976602,LUAD
9.928473,-10.169019,BRCA
8.3031645,-7.5268226,BRCA
15.250426,13.255361,KIRC
-12.868653,22.554235,PRAD
-17.308361,1.4633685,LUAD
-12.627048,22.408463,PRAD
9.336989,-4.4233284,BRCA
24.719137,15.490684,KIRC
15.09137,-5.9997783,BRCA
20.764746,16.815584,KIRC
29.708097,19.738136,KIRC
-6.4830384,17.776762,PRAD
-9.450788,22.239397,PRAD
-17.418032,-3.7247036,LUAD
5.6551785,-0.50673664,BRCA
22.156244,26.008604,KIRC
-27.333305,-21.885136,COAD
-29.55839,-18.21965,COAD
7.059581,-14.767231,BRCA
24.947973,21.279879,KIRC
23.512825,19.068735,KIRC
8.436701,-10.488181,BRCA
5.8288803,-5.4092364,BRCA
-11.934189,21.185057,PRAD
20.071178,22.10043,KIRC
-28.253273,-16.991901,COAD
2.000373,-5.784078,BRCA
-2.368289,-11.846882,BRCA
-25.590803,-18.458706,COAD
-19.061176,-0.2984498,LUAD
8.101201,-11.2910385,BRCA
2.9672275,-7.565261,BRCA
14.271412,-6.9675465,BRCA
24.871014,22.32546,KIRC
-11.043493,25.343668,PRAD
-13.295535,-1.2105505,LUAD
-15.667809,-2.4657102,LUAD
7.823957,-2.961202,BRCA
25.88899,23.467525,KIRC
-30.211626,-18.77072,COAD
21.120146,20.957464,KIRC
25.33291,20.965372,KIRC
5.5034795,-4.1322927,BRCA
-7.576488,17.762234,PRAD
-17.016954,-9.795548,LUAD
27.470888,17.61567,KIRC
4.164147,-16.405626,BRCA
-30.977646,-18.784897,COAD
-17.29517,-8.903133,LUAD
-14.648766,-0.90073156,LUAD
-14.258342,-5.6572385,LUAD
-11.05711,21.91668,PRAD
-17.407345,-10.528441,LUAD
24.856865,23.636112,KIRC
12.841676,-10.371518,BRCA
4.0198545,-7.937485,BRCA
-29.939907,-19.194029,COAD
-10.109612,17.69076,PRAD
-3.7796752,-13.482545,BRCA
4.635766,-9.701668,BRCA
0.7111278,-13.20487,BRCA
24.171082,19.488333,KIRC
-13.731323,-3.494768,LUAD
-17.553347,-10.934806,LUAD
0.2677512,-7.7666163,BRCA
-8.418007,22.542011,PRAD
-12.227942,-2.9466927,LUAD
-18.800144,-4.3800297,LUAD
13.31484,-8.571541,BRCA
23.976982,21.137953,KIRC
-9.244266,25.961632,PRAD
-29.685505,-20.647717,COAD
-17.153364,-10.242838,LUAD
-11.369532,22.827463,PRAD
-25.523603,-19.33782,COAD
-13.476388,1.1259284,LUAD
-31.322903,-19.812887,COAD
20.744764,21.268904,KIRC
19.698854,17.62134,KIRC
-2.7757132,-13.924695,BRCA
11.797576,-6.1849794,BRCA
25.35276,23.098484,KIRC
18.525892,19.163824,KIRC
-28.481842,-17.726774,COAD
3.4792814,-12.363664,BRCA
-14.096016,-7.914631,LUAD
-8.749261,24.600798,PRAD
-4.896779,22.654293,PRAD
23.835592,19.368359,KIRC
13.681297,-7.532776,BRCA
-19.370234,-2.657635,LUAD
-1.6095494,-13.355658,BRCA
3.1036108,-7.3044167,BRCA
-27.688747,-18.863146,COAD
3.6366603,-4.662656,BRCA
-4.5013595,19.052265,PRAD
-8.517169,20.43683,PRAD
-2.90375,-12.511233,BRCA
9.241327,-10.377594,BRCA
-31.3177,-17.631433,COAD
14.0744915,-8.967331,BRCA
19.117373,19.805513,KIRC
-3.0435934,-13.987106,BRCA
1.0710794,-5.9107685,BRCA
-26.492971,-17.099804,COAD
12.577014,-3.187921,BRCA
-10.650404,19.07508,PRAD
3.6415296,-2.801112,BRCA
-3.3733833,-13.581301,BRCA
30.022106,21.12837,KIRC
-4.885393,21.255917,PRAD
-20.050854,-7.630732,LUAD
5.6361055,-8.83507,BRCA
12.217539,-14.510903,BRCA
22.6479,25.794964,KIRC
-3.5776813,-12.971568,BRCA
10.913426,-8.273769,BRCA
6.128541,-9.277697,BRCA
5.587177,-10.652981,BRCA
2.1042721,1.671946,BRCA
-27.078526,-18.70912,COAD
-14.957196,-0.36437714,LUAD
-16.376862,-0.42936563,LUAD
-2.5542817,-7.429599,BRCA
7.7242646,-12.843424,BRCA
-4.1835556,-13.589103,BRCA
-9.061191,19.70615,PRAD
-3.0213366,-15.491296,BRCA
13.2919445,-15.037553,BRCA
25.81992,20.493658,KIRC
-18.203714,-0.18403894,LUAD
-12.447495,-5.9236984,LUAD
26.46119,19.899925,KIRC
24.816896,21.516897,KIRC
-15.137381,-4.608991,LUAD
18.805199,18.457176,KIRC
-29.712889,-20.175323,COAD
3.9081202,-6.395406,BRCA
-30.765415,-22.012897,COAD
24.929857,18.483377,KIRC
13.682205,-6.7514367,BRCA
10.143458,-12.48337,BRCA
-9.881711,20.133366,PRAD
-11.884375,22.12594,PRAD
-6.7062244,24.736778,PRAD
-13.4783,-3.8158891,LUAD
-5.873746,20.909346,PRAD
-10.846999,25.223549,PRAD
-31.737497,-19.751823,COAD
15.394966,-9.908303,BRCA
5.950955,-10.386692,BRCA
-28.460405,-18.368652,COAD
-12.942608,-11.165564,LUAD
21.11691,17.997593,KIRC
7.2103796,-10.12808,BRCA
20.262066,21.369484,KIRC
-29.768826,-20.038273,COAD
5.7278323,-8.928642,BRCA
9.143777,-11.977141,BRCA
1.638827,-3.0989075,BRCA
-11.964225,23.968325,PRAD
-15.186241,-1.7477471,LUAD
21.692114,18.60852,KIRC
8.824083,-9.640871,BRCA
-13.422023,25.200922,PRAD
18.17337,19.956549,KIRC
-9.937643,20.682789,PRAD
7.285527,-7.4481206,BRCA
-17.36312,-10.532551,LUAD
19.347551,19.548239,KIRC
-8.497861,21.43643,PRAD
-14.253215,-0.040948868,LUAD
-10.3393135,21.289822,PRAD
-8.023735,17.401684,PRAD
-0.8457753,-0.24235153,BRCA
28.721243,17.46253,KIRC
-7.493433,25.29913,PRAD
-16.432257,-7.97166,LUAD
-26.52039,-20.072342,COAD
-26.929388,-17.527822,COAD
8.176335,-17.468836,BRCA
4.194999,-5.6302805,BRCA
9.196552,-8.294518,BRCA
-18.193726,-2.0588768,LUAD
21.835299,18.543928,KIRC
20.13851,16.005814,KIRC
23.132017,16.611544,KIRC
11.655645,-5.310097,BRCA
-10.414545,-4.6348424,LUAD
25.70552,18.34992,KIRC
-10.388438,22.523838,PRAD
6.2588973,-9.412077,BRCA
-12.63787,-3.5522165,LUAD
-4.3555074,20.480793,PRAD
7.392633,-10.055034,BRCA
-8.291825,26.544085,PRAD
15.293767,-12.637081,BRCA
19.021505,17.992174,KIRC
-3.6739173,-12.460109,BRCA
-25.776432,-15.617774,COAD
-10.0774,21.897049,PRAD
-10.889097,18.830488,PRAD
24.819832,19.186905,KIRC
-11.21011,19.751127,PRAD
18.5984,17.24412,KIRC
12.615638,-12.009128,BRCA
-13.886381,-2.0350502,LUAD
-15.410612,-5.0102367,LUAD
2.290631,-12.682754,BRCA
1.0143651,-0.84481627,BRCA
21.316866,20.306084,KIRC
7.4805837,-6.923954,BRCA
3.094982,-2.4815772,BRCA
5.5983143,-11.19889,BRCA
5.889311,-5.0901666,BRCA
28.202183,18.175896,KIRC
19.58669,16.131573,KIRC
-10.1953745,19.080769,PRAD
-28.990925,-17.698029,COAD
25.46923,21.273983,KIRC
-3.9008923,-9.813217,BRCA
0.75414443,0.2012057,BRCA
20.869013,17.207006,KIRC
9.590319,-14.3848715,BRCA
-16.894491,-4.6017404,LUAD
3.96423,-13.557874,BRCA
6.920801,-4.948421,BRCA
-12.396375,23.286541,PRAD
0.4407355,0.0017833824,BRCA
-8.88072,23.793781,PRAD
4.8104997,-2.7764797,BRCA
-30.28002,-20.380611,COAD
4.226825,-5.3854356,BRCA
10.321747,-7.2457914,BRCA
22.0585,19.842594,KIRC
-20.424807,-2.6808622,LUAD
6.38697,-15.866834,BRCA
-1.802042,-12.175537,BRCA
-11.05158,23.969564,PRAD
11.735345,-10.885911,BRCA
-9.267537,18.035334,PRAD
-24.835716,-17.084467,COAD
12.182327,-8.543305,BRCA
5.350146,-0.9404331,BRCA
6.9023223,-11.845035,BRCA
-19.94277,-3.6379576,LUAD
8.836835,-17.63538,BRCA
-14.69332,-2.498551,LUAD
6.068785,-3.351084,BRCA
-16.63843,-2.21725,LUAD
20.102543,23.45398,KIRC
24.910921,21.270329,KIRC
-28.483498,-17.898895,COAD
-26.789797,-17.298162,COAD
9.224825,-11.625045,BRCA
5.734708,-9.982046,BRCA
7.844778,-5.704294,BRCA
-17.007996,-6.5946827,LUAD
5.135949,-9.928329,BRCA
-21.478563,-2.0765638,LUAD
22.344473,24.237652,KIRC
2.9035878,-4.7772403,BRCA
-15.30815,-7.0060253,LUAD
28.79852,19.885921,KIRC
-14.443921,-9.489568,LUAD
-19.2711,-5.486942,LUAD
-17.064562,-6.4181027,LUAD
23.607986,21.784943,KIRC
4.431486,-10.644144,BRCA
-3.7482104,18.267408,PRAD
-4.0752797,-12.094327,BRCA
10.716785,-3.26598,BRCA
20.747822,19.325428,KIRC
11.243715,-8.216528,BRCA
-11.275195,26.32395,PRAD
24.742243,25.039022,KIRC
9.627751,-13.6141405,BRCA
10.393446,-10.943169,BRCA
14.40067,-10.505529,BRCA
13.49505,-5.8897943,BRCA
-12.008918,24.419117,PRAD
-15.977871,-1.8220694,LUAD
10.060983,-7.857975,BRCA
-20.69584,-1.5256536,LUAD
-24.944212,-15.367455,COAD
-7.057169,20.781483,PRAD
-10.904541,20.67836,PRAD
