Dim1,Dim2,tumor_class
12.655349,0.86274,KIRC
12.613527,0.35546324,KIRC
-6.6462317,4.737186,BRCA
-6.2452097,5.1323757,BRCA
4.837041,-8.441423,LUAD
12.58624,0.7518346,KIRC
3.8827538,-8.920379,LUAD
-6.5338,3.5699136,BRCA
5.3795967,15.616712,PRAD
5.563904,16.357582,PRAD
5.332457,16.25803,PRAD
-6.8309355,4.333628,BRCA
12.268496,-0.11508412,KIRC
-4.783149,4.362829,LUAD
2.2097394,-4.3133326,COAD
-4.039012,3.736886,BRCA
1.8262837,-4.0073686,COAD
-5.5274253,3.8817,BRCA
-7.0223713,4.8324585,BRCA
13.25665,0.62659425,KIRC
5.1818047,-8.626663,LUAD
-7.09614,5.0906215,BRCA
11.86642,0.97024804,KIRC
1.9514009,-3.8186252,COAD
-5.990594,4.9812126,BRCA
4.796741,15.1974,PRAD
-5.888546,4.3707895,BRCA
12.126719,1.1575487,KIRC
5.0346146,-8.581688,LUAD
1.973713,-4.577503,COAD
5.394501,16.459064,PRAD
-5.8824105,4.758158,BRCA
3.8157597,-8.937013,LUAD
4.1836767,-8.771285,LUAD
4.669385,-8.173164,LUAD
4.1065936,-7.9283705,LUAD
-6.863645,4.461626,BRCA
-6.773453,5.074905,BRCA
5.20315,-8.337551,LUAD
-5.629527,4.0331984,BRCA
-5.7502093,5.719533,BRCA
5.45118,15.171896,PRAD
5.3630943,16.398436,PRAD
4.685733,-9.114783,LUAD
4.9608097,16.734818,PRAD
4.720624,-9.357118,LUAD
13.0674,0.39743817,KIRC
-5.8798203,3.155486,BRCA
5.541468,15.769488,PRAD
5.0620847,-8.164512,LUAD
2.0378883,-4.8845367,COAD
11.707775,-0.034308348,KIRC
4.1959624,-8.572858,LUAD
-5.751027,5.3636537,BRCA
12.014272,0.7363947,KIRC
4.674187,-8.877127,LUAD
-6.94716,5.284504,BRCA
3.63605,-9.060087,LUAD
-6.006827,4.40879,BRCA
-5.6233745,2.609378,BRCA
-6.0466547,3.23477,BRCA
5.5701027,15.903503,PRAD
-5.823628,3.9080534,BRCA
12.568154,0.036227483,KIRC
1.8404413,-4.085142,COAD
11.984997,0.7372082,KIRC
-5.4318223,5.03624,BRCA
5.672937,16.226719,PRAD
4.9917545,15.003456,PRAD
6.031782,15.789377,PRAD
3.8996472,-8.804912,LUAD
4.7901006,-8.265482,LUAD
-5.0576124,4.6066585,BRCA
4.5600147,-8.5922165,LUAD
4.3414664,-9.294464,LUAD
12.432916,0.9699086,KIRC
4.0338826,-8.631932,LUAD
5.4774203,14.798843,PRAD
4.298171,-9.212518,LUAD
-5.395139,4.226686,BRCA
-5.3443227,2.1758351,BRCA
-6.5965366,5.358039,BRCA
5.030271,-7.408025,LUAD
4.9350615,-8.683529,LUAD
-5.167837,4.842731,BRCA
13.377072,-0.029565597,KIRC
13.030658,0.00890945,KIRC
11.954632,0.5016105,KIRC
12.616398,0.96176773,KIRC
5.14995,14.669653,PRAD
-5.2952876,2.2798572,BRCA
4.9041233,15.432446,PRAD
-5.5148544,3.8782494,BRCA
4.8505526,-8.66303,LUAD
5.0326853,-7.8433485,LUAD
-5.3818173,4.789584,BRCA
5.254511,15.192511,PRAD
-6.426746,3.5390568,BRCA
5.57539,16.29337,PRAD
-5.315025,4.3702426,BRCA
-6.523448,4.7173414,BRCA
-5.6353383,4.6393185,BRCA
5.0164256,-8.696421,LUAD
-6.190309,3.535208,BRCA
13.185312,0.44431034,KIRC
4.8934236,-8.563187,LUAD
13.156487,0.18249224,KIRC
12.991111,0.29509035,KIRC
4.579625,-8.354842,LUAD
-5.537139,5.292098,BRCA
12.955326,0.12642208,KIRC
5.135811,15.729107,PRAD
-5.5125246,4.392093,BRCA
4.7644725,-8.083896,LUAD
4.197135,-8.85284,LUAD
5.087706,14.685565,PRAD
1.97809,-4.7895665,COAD
-5.3985686,2.1944163,BRCA
12.912011,0.33900288,KIRC
5.7562304,16.252846,PRAD
12.055274,0.9457822,KIRC
2.3625212,-4.1599197,COAD
-4.7686415,3.6485157,BRCA
12.260383,-0.03239721,KIRC
12.576714,0.65529984,KIRC
4.421876,-7.92346,LUAD
5.07012,16.045448,PRAD
6.037855,15.790183,PRAD
4.813033,-9.348986,LUAD
3.8110335,-9.018272,LUAD
13.11421,0.68059015,KIRC
-5.748711,3.7694232,BRCA
-4.038433,3.992121,BRCA
2.2035606,-4.8755183,COAD
-4.1397843,4.038587,BRCA
4.7405725,15.880166,PRAD
2.7342663,-4.7192297,COAD
-5.6061273,3.6690652,BRCA
5.466769,15.3268385,PRAD
13.406486,0.5197415,KIRC
5.020867,16.804016,PRAD
5.58943,14.824384,PRAD
5.3238993,15.720726,PRAD
-5.9910207,5.174102,BRCA
2.399927,-4.359106,COAD
2.300874,-4.0402746,COAD
5.0092063,-8.286428,LUAD
2.286946,-4.5793114,COAD
2.272357,-3.9152405,COAD
4.860972,15.027604,PRAD
3.6414766,-8.437149,LUAD
-4.0157385,3.9700916,BRCA
-5.1534295,4.7472153,BRCA
12.807819,0.63044065,KIRC
11.816544,0.005959063,KIRC
-6.8595176,3.99643,BRCA
1.7315831,-4.041789,COAD
4.9231324,16.790792,PRAD
11.651611,0.18842842,KIRC
5.566207,15.961743,PRAD
-6.2851357,4.932512,BRCA
-7.165681,4.394335,BRCA
12.607087,0.36204642,KIRC
-6.503252,4.8204303,BRCA
-4.117665,4.227011,BRCA
-4.273756,3.7040253,BRCA
-5.392941,2.056454,BRCA
4.136257,-8.770022,LUAD
4.0491786,-8.085828,LUAD
-6.123159,4.365797,BRCA
-5.7969112,4.340522,BRCA
-5.567274,4.32562,BRCA
12.417869,0.6994122,KIRC
12.372251,-0.09806655,KIRC
12.861028,0.9842738,KIRC
12.361551,-0.2042532,KIRC
-5.4186096,2.277822,BRCA
-5.72871,5.009101,BRCA
-7.0435786,4.2566314,BRCA
12.990534,0.53064626,KIRC
-6.2756467,4.3882165,BRCA
-6.1311455,4.388538,BRCA
4.68698,-7.750296,LUAD
5.6957736,15.619553,PRAD
-5.7810526,3.144997,BRCA
-5.9497886,4.2805276,BRCA
1.9685305,-3.894126,COAD
4.6769013,-8.149944,LUAD
5.3904333,16.331717,PRAD
-5.818448,5.582938,BRCA
-6.812908,5.2194047,BRCA
-5.246304,4.8714924,BRCA
1.6385535,-3.9644723,COAD
-5.4572144,3.0994494,BRCA
5.7792845,14.950041,PRAD
-5.805839,4.8458834,BRCA
2.1479402,-4.903172,COAD
3.618665,-9.007064,LUAD
5.068152,-7.409216,LUAD
4.8879085,15.684572,PRAD
12.483349,-0.17449467,KIRC
-5.8991694,2.9331145,BRCA
11.717979,-0.12236855,KIRC
11.8719225,0.18751696,KIRC
-5.2226696,5.339961,LUAD
2.5428758,-4.131679,COAD
13.099596,0.92266685,KIRC
-5.9520926,5.6119046,BRCA
-6.753876,4.1767225,BRCA
-3.7661614,3.9404335,BRCA
-4.1866446,4.4284906,BRCA
11.94609,-0.10511353,KIRC
-6.168268,5.198901,BRCA
-6.724872,3.9775681,BRCA
4.787189,15.613104,PRAD
-3.7935586,3.7203023,BRCA
13.038535,-0.012009136,KIRC
-5.235421,4.638321,BRCA
5.1189404,-8.687544,LUAD
5.4744754,15.687303,PRAD
13.106252,0.9082832,KIRC
-6.789492,5.056289,BRCA
5.314709,15.827518,PRAD
1.84538,-3.8502917,COAD
-5.30291,3.133677,BRCA
-5.4063206,3.849325,BRCA
-7.18712,5.263085,BRCA
4.767417,-7.8482165,LUAD
3.9627802,-8.134831,LUAD
4.8389773,-8.629385,LUAD
-6.166053,5.320123,BRCA
-5.8118086,4.200611,BRCA
5.478761,16.343437,PRAD
3.8786652,-8.493515,LUAD
-6.2027926,4.5359826,BRCA
12.856851,0.997479,KIRC
-6.3595753,5.0083923,BRCA
2.1431613,-4.0747137,COAD
2.548008,-4.795022,COAD
4.258819,-8.016191,LUAD
-6.4422474,4.184136,BRCA
13.397986,0.31160188,KIRC
-6.6007447,4.689289,BRCA
-6.6734796,5.0607862,BRCA
-5.1662025,3.2300262,BRCA
1.7459548,-4.1895657,COAD
4.835074,-8.976875,LUAD
2.3308759,-4.647741,COAD
12.905542,1.0379411,KIRC
5.671877,16.125122,PRAD
12.531322,0.14120802,KIRC
-5.304198,3.290939,BRCA
-5.606668,4.824718,BRCA
13.4038515,0.120368,KIRC
-4.0393186,4.0927405,BRCA
1.8732282,-3.947108,COAD
5.028303,15.851906,PRAD
4.2491503,-7.824922,LUAD
4.740412,15.880545,PRAD
-5.3496227,2.2470033,BRCA
12.330148,0.52474797,KIRC
4.9801497,14.802953,PRAD
-6.1537,5.222603,BRCA
1.8017153,-4.027515,COAD
12.261832,0.5665153,KIRC
11.632848,0.1804024,KIRC
2.0914674,-3.9688468,COAD
1.8589681,-4.2909603,COAD
5.195235,16.245562,PRAD
-6.5507255,5.447431,BRCA
-5.59079,2.3695948,BRCA
2.5618312,-4.040379,COAD
13.1889715,0.9334763,KIRC
-5.1517663,2.4009287,BRCA
5.560047,16.148405,PRAD
-4.3295403,3.520523,BRCA
-6.983448,5.2282867,BRCA
-6.2775416,5.358381,BRCA
4.5843782,-9.400725,LUAD
4.877165,-8.155232,LUAD
13.198685,-0.066347376,KIRC
5.131497,-8.412098,LUAD
-3.8283226,4.1335807,BRCA
12.537867,0.98757386,KIRC
2.0283391,-3.7603734,COAD
5.2292223,14.611923,PRAD
-7.083063,5.2188497,BRCA
4.4334064,-8.082452,LUAD
5.6219997,15.454611,PRAD
-5.798267,2.9514208,BRCA
-5.2272067,2.4707682,BRCA
-6.434599,4.4423985,BRCA
4.0024962,-8.627888,LUAD
-6.922948,4.508219,BRCA
-4.179102,3.569319,BRCA
5.649424,16.162836,PRAD
-6.281145,5.076566,BRCA
5.2481384,15.855871,PRAD
2.2898464,-4.3273606,COAD
-6.478335,4.8511615,BRCA
3.8385653,-8.634083,LUAD
-7.1098733,4.9114237,BRCA
-3.864493,3.8778005,BRCA
4.660472,-8.471096,LUAD
-6.6193304,5.095422,BRCA
-5.4270577,4.6240425,BRCA
-5.876678,5.590016,BRCA
13.041844,0.792042,KIRC
4.565035,-9.082544,LUAD
5.6760845,14.997936,PRAD
-7.1649594,5.144994,BRCA
5.5126467,15.66788,PRAD
11.661448,0.20677754,KIRC
-5.636917,2.9793277,BRCA
13.434579,0.39559737,KIRC
1.8247626,-4.2714496,COAD
-6.292163,5.631754,BRCA
5.034267,15.408169,PRAD
5.1083217,-8.238408,LUAD
12.460464,0.21423918,KIRC
-7.252143,4.9496484,BRCA
-5.4795246,4.224048,BRCA
11.561023,0.8450625,KIRC
-5.0959744,4.7511425,BRCA
5.025085,-8.440253,LUAD
-4.891122,3.2679229,BRCA
-4.070073,3.8999982,BRCA
5.284019,15.340505,PRAD
1.6012075,-4.2889047,COAD
-6.0712857,3.3391778,BRCA
11.492464,0.48922262,KIRC
4.737348,-8.409932,LUAD
4.9129786,16.689734,PRAD
-5.4889455,3.6901696,BRCA
5.1128917,15.748774,PRAD
-6.333982,4.8728757,BRCA
-6.369366,4.415323,BRCA
-4.054486,4.306502,BRCA
-6.870261,4.7017474,BRCA
11.9353485,0.8602599,KIRC
4.8633275,-9.259671,LUAD
-5.418001,3.187791,BRCA
13.27689,0.47665572,KIRC
-5.793481,5.071675,BRCA
-6.8595085,5.055678,BRCA
4.052953,-7.985131,LUAD
5.1781697,-8.300445,LUAD
12.229158,1.1919246,KIRC
2.3999867,-3.9979255,COAD
4.91962,15.506897,PRAD
2.3029506,-4.026622,COAD
-6.0264993,3.0291605,BRCA
13.20508,0.42752224,KIRC
12.683776,-0.012291584,KIRC
-5.977399,2.9016004,BRCA
5.6351585,16.141207,PRAD
12.5176525,0.19944078,KIRC
2.6655946,-4.555018,COAD
3.938248,-8.841804,LUAD
3.8505528,-8.34033,LUAD
-6.3666897,5.586541,BRCA
5.1400523,15.533066,PRAD
5.2008038,15.097544,PRAD
-4.512318,3.6538434,BRCA
5.230198,14.954664,PRAD
3.80542,-8.871963,LUAD
12.735524,1.0987259,KIRC
5.042084,15.452357,PRAD
-6.361557,3.9905567,BRCA
3.7341259,-8.963978,LUAD
5.487851,14.8642645,PRAD
4.7286596,-8.806869,LUAD
-5.7738585,4.650517,BRCA
-5.0785036,4.6855936,BRCA
2.221353,-4.600078,COAD
4.5316625,-8.547978,LUAD
12.084608,-0.05716815,KIRC
2.068016,-3.9428928,COAD
4.8809395,-8.638278,LUAD
-6.2670913,3.256704,BRCA
4.8187857,16.049084,PRAD
-5.053874,3.1216164,BRCA
-5.1945124,3.908692,BRCA
5.708126,15.134589,PRAD
-6.213267,4.724706,BRCA
1.9870702,-3.8801093,COAD
-5.203951,4.8876605,BRCA
1.8577311,-4.70998,COAD
12.444643,0.66021985,KIRC
-6.875913,4.113814,BRCA
-6.271274,4.587415,BRCA
4.173086,-7.857849,LUAD
3.7038398,-8.84652,LUAD
5.0698814,-8.322194,LUAD
2.3952951,-5.042124,COAD
12.369577,0.41006353,KIRC
4.803582,-8.230737,LUAD
4.730763,-8.781545,LUAD
-6.4271812,4.568233,BRCA
-6.242207,4.4431167,BRCA
12.28378,0.5851974,KIRC
5.8897505,15.035209,PRAD
4.4628744,-8.622622,LUAD
5.755922,15.024962,PRAD
-6.4292603,3.8286433,BRCA
13.210966,0.026733978,KIRC
-6.938864,3.9035132,BRCA
11.600106,0.54974085,KIRC
11.642237,0.35521176,KIRC
5.335715,16.41204,PRAD
5.19884,15.530595,PRAD
4.10785,-8.656997,LUAD
-5.8997226,3.151735,BRCA
12.835326,0.9431503,KIRC
1.9859551,-4.336142,COAD
2.1984942,-3.9713726,COAD
-6.295998,5.306321,BRCA
13.372428,0.25099394,KIRC
12.634532,0.082709715,KIRC
-5.762285,5.028156,BRCA
-5.6971903,3.7754064,BRCA
5.685053,15.238734,PRAD
12.517506,1.154818,KIRC
2.505788,-4.2203064,COAD
-5.124773,3.332172,BRCA
-4.2052736,3.8066275,BRCA
2.222572,-4.874083,COAD
4.1115947,-8.589102,LUAD
-5.945655,5.0891356,BRCA
-5.180539,3.9685922,BRCA
-7.0742593,3.9790735,BRCA
13.365116,0.6065232,KIRC
5.252216,14.672603,PRAD
4.723929,-9.0286665,LUAD
4.3721924,-8.92815,LUAD
-6.264709,3.5240498,BRCA
13.091953,0.7354184,KIRC
2.032003,-3.782533,COAD
12.387037,0.99436986,KIRC
13.242606,0.058117684,KIRC
-5.892095,3.4121015,BRCA
5.3465548,16.10616,PRAD
5.0191374,-7.457846,LUAD
11.876191,-0.063091904,KIRC
-6.8465695,4.5103464,BRCA
2.0322332,-3.8200972,COAD
5.0264683,-7.620022,LUAD
4.7180862,-9.352935,LUAD
4.7248607,-8.362588,LUAD
5.8057666,15.368393,PRAD
5.0562706,-7.399944,LUAD
13.169111,0.84525067,KIRC
-6.7792253,4.7199426,BRCA
-5.2817006,4.184326,BRCA
2.029974,-3.8279223,COAD
5.725561,15.966185,PRAD
-3.7442706,3.9403205,BRCA
-5.2012815,4.699202,BRCA
-4.595557,4.282449,BRCA
12.6101265,0.24508208,KIRC
4.7100115,-8.7182865,LUAD
5.0041256,-7.434972,LUAD
-5.3027935,3.5106485,BRCA
4.978872,15.57486,PRAD
4.783063,-8.70631,LUAD
3.9359436,-8.232984,LUAD
-7.0524383,4.110031,BRCA
13.15048,0.47935593,KIRC
5.17441,15.069297,PRAD
1.7364771,-4.012067,COAD
5.142838,-7.282605,LUAD
5.9032764,15.292286,PRAD
2.1376576,-4.9069276,COAD
4.658311,-9.271622,LUAD
1.7742782,-3.9239376,COAD
12.520706,1.1288835,KIRC
11.585235,0.8331844,KIRC
-3.8432188,4.0623345,BRCA
-7.000054,4.2409263,BRCA
13.42669,0.6217391,KIRC
11.749232,0.96559536,KIRC
2.4723911,-4.112059,COAD
-5.198289,4.6607485,BRCA
4.783363,-7.8061624,LUAD
5.198149,15.1059,PRAD
4.740834,15.902163,PRAD
12.746081,-0.017062737,KIRC
-7.0775695,3.9870508,BRCA
3.7821863,-9.040439,LUAD
-3.9532099,4.2727523,BRCA
-5.1026077,3.9035437,BRCA
2.3185132,-4.470638,COAD
-5.7289,3.1218367,BRCA
4.816044,16.374916,PRAD
5.3789186,15.918244,PRAD
-3.8316717,3.9089656,BRCA
-6.133051,4.8868556,BRCA
1.8051113,-4.3432913,COAD
-6.4807076,4.3628507,BRCA
12.085192,1.0640786,KIRC
-3.8670022,3.9938369,BRCA
-5.0518856,3.145748,BRCA
2.6293125,-4.7342873,COAD
-6.297542,4.178695,BRCA
5.805434,15.978059,PRAD
-5.8564005,2.974535,BRCA
-3.715206,3.974975,BRCA
11.595646,0.5555261,KIRC
4.975692,16.094315,PRAD
4.3964005,-7.6438565,LUAD
-5.5797386,4.7740183,BRCA
-6.994058,5.1553273,BRCA
13.037006,0.9359249,KIRC
-3.6932297,3.922269,BRCA
-6.8704414,4.3214426,BRCA
-5.447152,4.9674287,BRCA
-5.439505,5.2297945,BRCA
-5.4739385,2.1486838,BRCA
2.2628396,-4.615201,COAD
4.5712056,-9.326551,LUAD
4.4974885,-9.14169,LUAD
-4.7182374,3.1211526,BRCA
-6.34357,4.922047,BRCA
-3.5976822,3.9781888,BRCA
5.6541896,16.14697,PRAD
-4.0640397,4.0369005,BRCA
-7.0448465,5.2699184,BRCA
13.01367,0.1121453,KIRC
4.112212,-8.697533,LUAD
5.0722327,-8.459565,LUAD
12.857147,0.06555129,KIRC
13.411405,0.3605754,KIRC
4.553715,-8.394895,LUAD
11.623252,0.86920637,KIRC
1.7508461,-3.7675576,COAD
-5.5250187,3.7777073,BRCA
1.7174169,-4.0238214,COAD
12.841132,-0.14246202,KIRC
-6.582423,4.2822165,BRCA
-6.300902,5.032591,BRCA
5.7179513,15.843099,PRAD
5.8539743,15.217003,PRAD
4.686891,15.333397,PRAD
5.0277133,-8.724094,LUAD
5.146176,16.203129,PRAD
5.2982035,14.679674,PRAD
1.8940288,-3.888466,COAD
-6.7874513,4.4057856,BRCA
-5.3533893,5.093644,BRCA
2.4540303,-4.0900836,COAD
3.7195933,-8.438582,LUAD
11.938193,0.8050835,KIRC
-5.694456,4.738904,BRCA
12.517004,1.1526514,KIRC
1.8266506,-4.2184877,COAD
-5.589238,4.428997,BRCA
-5.797148,5.526267,BRCA
-5.512875,3.1469564,BRCA
5.5767374,14.750613,PRAD
4.506094,-9.199471,LUAD
12.096915,0.76443356,KIRC
-6.3189597,4.403497,BRCA
5.527813,14.842763,PRAD
11.912952,0.9974907,KIRC
5.5704117,15.754174,PRAD
-5.9813423,4.137939,BRCA
5.094908,-7.3491206,LUAD
11.967188,1.0306463,KIRC
5.0253,15.896157,PRAD
4.741421,-9.190067,LUAD
5.7362533,15.58111,PRAD
5.5963774,16.390768,PRAD
-5.22748,2.4903226,BRCA
11.851541,-0.18228513,KIRC
4.814362,15.288317,PRAD
4.9719586,-7.8576045,LUAD
2.14232,-4.695134,COAD
2.4502444,-4.6051455,COAD
-5.8580194,5.78335,BRCA
-5.8508086,3.7838037,BRCA
-6.424821,4.5196633,BRCA
3.8903446,-8.376039,LUAD
12.082953,0.58670664,KIRC
11.657849,0.7289823,KIRC
12.0761595,0.14129706,KIRC
-6.807932,3.9334488,BRCA
4.521862,-8.517665,LUAD
13.229672,-0.09003456,KIRC
5.470883,15.41016,PRAD
-5.4641924,5.0483985,BRCA
4.9049897,-8.691106,LUAD
4.8296328,16.233404,PRAD
-5.75535,4.8331943,BRCA
4.981291,14.903652,PRAD
-7.089309,4.8425536,BRCA
11.597581,0.7781639,KIRC
-3.755631,3.8106601,BRCA
2.7785823,-4.6945267,COAD
5.4011536,15.4149065,PRAD
5.9555464,16.1002,PRAD
12.751112,-0.01804284,KIRC
5.887052,15.667957,PRAD
11.600082,0.8939921,KIRC
-6.944044,5.152857,BRCA
4.8297954,-8.98547,LUAD
4.642966,-8.328574,LUAD
-5.4917607,4.3215876,BRCA
-5.313113,2.3346076,BRCA
12.344907,0.8852874,KIRC
-5.790268,4.518764,BRCA
-5.680674,2.6618752,BRCA
-5.4758506,5.2960377,BRCA
-5.7059546,3.660827,BRCA
11.851294,-0.18388362,KIRC
11.490909,0.65329653,KIRC
5.855822,16.074684,PRAD
2.4202204,-3.9207757,COAD
13.438118,0.23849332,KIRC
-4.156623,3.4471192,BRCA
-5.3190594,2.281976,BRCA
11.777943,0.697833,KIRC
-6.6420445,5.3047104,BRCA
4.2335157,-8.407275,LUAD
-5.365091,4.81426,BRCA
-5.8689647,3.7982054,BRCA
5.8760095,14.911303,PRAD
-5.278601,2.3862264,BRCA
5.0347123,15.244155,PRAD
-6.0378323,2.996075,BRCA
1.7637134,-4.00019,COAD
-5.8564253,3.540824,BRCA
-6.915912,4.642208,BRCA
12.491897,0.7127781,KIRC
3.7900872,-8.806636,LUAD
-6.3483033,5.219207,BRCA
-4.1101236,3.9459414,BRCA
5.431245,14.848263,PRAD
-6.5236654,5.0011044,BRCA
5.4544597,16.155142,PRAD
2.5541039,-4.939799,COAD
-6.955277,4.579706,BRCA
-5.8075833,3.071144,BRCA
-5.944203,4.3964224,BRCA
3.9575675,-8.771551,LUAD
-5.8799186,5.773238,BRCA
4.755245,-8.984551,LUAD
-6.0811076,3.2412562,BRCA
5.095159,-8.729509,LUAD
12.736299,1.1215338,KIRC
13.138923,0.4722858,KIRC
2.4068575,-4.04106,COAD
2.567919,-4.650089,COAD
-5.907891,5.5591817,BRCA
-5.5123086,4.811243,BRCA
-6.007776,4.334915,BRCA
4.7950106,-8.115969,LUAD
-5.3551917,4.9472666,BRCA
3.7067833,-8.937575,LUAD
13.054806,1.0718379,KIRC
-5.498272,3.2052202,BRCA
4.729676,-7.89806,LUAD
11.898353,0.11376445,KIRC
4.429959,-8.037107,LUAD
4.1228337,-7.9223986,LUAD
4.713226,-8.181198,LUAD
13.054755,0.6037035,KIRC
-5.478803,5.3194575,BRCA
4.8379426,16.623722,PRAD
-3.8029273,3.8218012,BRCA
-6.2709684,3.902228,BRCA
12.120748,1.0155259,KIRC
-6.8966994,4.4470162,BRCA
5.260665,14.645155,PRAD
12.932815,1.0747811,KIRC
-6.5827575,5.3352666,BRCA
-6.066578,5.553455,BRCA
-6.606139,4.8009214,BRCA
-6.649091,4.1794496,BRCA
5.5524383,14.792828,PRAD
4.8677497,-9.156559,LUAD
-6.6468034,4.046164,BRCA
3.6619272,-9.064014,LUAD
2.771003,-4.822171,COAD
5.2317634,15.758995,PRAD
5.5530415,15.718297,PRAD
